#msc E E^2 |M| M^2 accepted
54600 -7.9833 63.8664 3.99396 15.9712 0
54700 -7.98333 63.8666 3.99397 15.9713 0
54800 -7.98336 63.8669 3.99398 15.9713 0
54900 -7.98339 63.8671 3.99399 15.9714 0
55000 -7.98342 63.8673 3.994 15.9714 0
55100 -7.98345 63.8676 3.99401 15.9715 0
55200 -7.98348 63.8678 3.99402 15.9715 0
55300 -7.98351 63.8681 3.99403 15.9716 0
55400 -7.98339 63.8671 3.99401 15.9714 0
55500 -7.98342 63.8674 3.99402 15.9715 0
55600 -7.98345 63.8676 3.99403 15.9715 0
55700 -7.98348 63.8679 3.99404 15.9716 0
55800 -7.98351 63.8681 3.99405 15.9716 0
55900 -7.98354 63.8683 3.99406 15.9717 0
56000 -7.98357 63.8686 3.99407 15.9717 0
56100 -7.98346 63.8677 3.99401 15.9715 0
56200 -7.98349 63.8679 3.99402 15.9715 0
56300 -7.98352 63.8681 3.99403 15.9716 0
56400 -7.98355 63.8684 3.99404 15.9716 0
56500 -7.98358 63.8686 3.99405 15.9717 0
56600 -7.9836 63.8688 3.99406 15.9717 0
56700 -7.98349 63.8679 3.99404 15.9716 0
56800 -7.98352 63.8682 3.99405 15.9716 0
56900 -7.98355 63.8684 3.99406 15.9717 0
57000 -7.98358 63.8686 3.99407 15.9717 0
57100 -7.98361 63.8689 3.99408 15.9718 0
57200 -7.98364 63.8691 3.99409 15.9718 0
57300 -7.98366 63.8693 3.9941 15.9719 0
57400 -7.98369 63.8695 3.99411 15.9719 0
57500 -7.98372 63.8698 3.99412 15.972 0
57600 -7.98319 63.8656 3.99399 15.9712 0
57700 -7.98322 63.8658 3.994 15.9712 0
57800 -7.98325 63.866 3.99401 15.9713 0
57900 -7.98328 63.8663 3.99402 15.9713 0
58000 -7.9829 63.8632 3.9939 15.9707 0
58100 -7.98293 63.8634 3.99391 15.9707 0
58200 -7.98296 63.8636 3.99392 15.9708 0
58300 -7.98298 63.8639 3.99393 15.9708 0
58400 -7.98301 63.8641 3.99394 15.9709 0
58500 -7.98304 63.8643 3.99395 15.9709 0
58600 -7.98307 63.8646 3.99396 15.971 0
58700 -7.9831 63.8648 3.99397 15.971 0
58800 -7.98313 63.865 3.99398 15.9711 0
58900 -7.98316 63.8653 3.99399 15.9711 0
59000 -7.98292 63.8633 3.99386 15.9706 0
59100 -7.98294 63.8636 3.99387 15.9707 0
59200 -7.98297 63.8638 3.99389 15.9707 0
59300 -7.983 63.864 3.9939 15.9708 0
59400 -7.98303 63.8642 3.99391 15.9708 0
59500 -7.98306 63.8645 3.99392 15.9709 0
59600 -7.98309 63.8647 3.99393 15.9709 0
59700 -7.98312 63.8649 3.99394 15.971 0
59800 -7.98314 63.8652 3.99395 15.971 0
59900 -7.98317 63.8654 3.99396 15.9711 0
60000 -7.9832 63.8656 3.99397 15.9711 0
60100 -7.98323 63.8658 3.99398 15.9712 0
60200 -7.98326 63.866 3.99399 15.9712 0
60300 -7.98328 63.8663 3.994 15.9713 0
60400 -7.98331 63.8665 3.99401 15.9713 0
60500 -7.98334 63.8667 3.99402 15.9714 0
60600 -7.98337 63.8669 3.99403 15.9714 0
60700 -7.98339 63.8671 3.99404 15.9715 0
60800 -7.98342 63.8674 3.99405 15.9715 0
60900 -7.98345 63.8676 3.99406 15.9716 0
61000 -7.98348 63.8678 3.99407 15.9716 0
61100 -7.9835 63.868 3.99408 15.9717 0
61200 -7.98353 63.8682 3.99408 15.9717 0
61300 -7.9833 63.8664 3.99403 15.9714 0
61400 -7.98332 63.8666 3.99404 15.9714 0
61500 -7.98335 63.8668 3.99405 15.9714 0
61600 -7.98338 63.867 3.99406 15.9715 0
61700 -7.9834 63.8672 3.99407 15.9715 0
61800 -7.98317 63.8654 3.99395 15.9711 0
61900 -7.9832 63.8656 3.99396 15.9711 0
62000 -7.98323 63.8658 3.99397 15.9712 0
62100 -7.98325 63.866 3.99398 15.9712 0
62200 -7.98328 63.8662 3.99399 15.9713 0
62300 -7.98331 63.8665 3.994 15.9713 0
62400 -7.98333 63.8667 3.99401 15.9713 0
62500 -7.98336 63.8669 3.99402 15.9714 0
62600 -7.98275 63.862 3.99387 15.9705 0
62700 -7.98278 63.8622 3.99388 15.9705 0
62800 -7.9828 63.8624 3.99389 15.9706 0
62900 -7.98283 63.8626 3.9939 15.9706 0
63000 -7.98286 63.8629 3.9939 15.9707 0
63100 -7.98288 63.8631 3.99391 15.9707 0
63200 -7.98291 63.8633 3.99392 15.9708 0
63300 -7.98294 63.8635 3.99393 15.9708 0
63400 -7.98297 63.8637 3.99394 15.9709 0
63500 -7.98299 63.8639 3.99395 15.9709 0
63600 -7.98302 63.8642 3.99396 15.9709 0
63700 -7.98279 63.8624 3.99391 15.9706 0
63800 -7.98282 63.8626 3.99392 15.9707 0
63900 -7.98285 63.8628 3.99393 15.9707 0
64000 -7.98287 63.863 3.99394 15.9708 0
64100 -7.9829 63.8632 3.99395 15.9708 0
64200 -7.98293 63.8634 3.99396 15.9708 0
64300 -7.98295 63.8636 3.99397 15.9709 0
64400 -7.98298 63.8639 3.99398 15.9709 0
64500 -7.98301 63.8641 3.99398 15.971 0
64600 -7.98303 63.8643 3.99399 15.971 0
64700 -7.98306 63.8645 3.994 15.9711 0
64800 -7.98309 63.8647 3.99401 15.9711 0
64900 -7.98299 63.8639 3.99399 15.971 0
65000 -7.98302 63.8641 3.994 15.971 0
65100 -7.98304 63.8643 3.99401 15.9711 0
65200 -7.98307 63.8645 3.99402 15.9711 0
65300 -7.98309 63.8647 3.99403 15.9711 0
65400 -7.98312 63.865 3.99404 15.9712 0
65500 -7.98315 63.8652 3.99405 15.9712 0
65600 -7.98317 63.8654 3.99405 15.9713 0
65700 -7.9832 63.8656 3.99406 15.9713 0
65800 -7.98322 63.8658 3.99407 15.9714 0
65900 -7.98325 63.866 3.99408 15.9714 0
66000 -7.98327 63.8662 3.99409 15.9715 0
66100 -7.9833 63.8664 3.9941 15.9715 0
66200 -7.98332 63.8666 3.99411 15.9715 0
66300 -7.98335 63.8668 3.99412 15.9716 0
66400 -7.98337 63.867 3.99413 15.9716 0
66500 -7.9834 63.8672 3.99414 15.9717 0
66600 -7.98342 63.8674 3.99414 15.9717 0
66700 -7.98285 63.8628 3.99397 15.9708 0
66800 -7.98287 63.863 3.99398 15.9708 0
66900 -7.98266 63.8613 3.99393 15.9705 0
67000 -7.98269 63.8615 3.99394 15.9706 0
67100 -7.98271 63.8617 3.99395 15.9706 0
67200 -7.98274 63.8619 3.99396 15.9707 0
67300 -7.98276 63.8621 3.99397 15.9707 0
67400 -7.98279 63.8623 3.99398 15.9707 0
67500 -7.98281 63.8625 3.99399 15.9708 0
67600 -7.98272 63.8618 3.99396 15.9707 0
67700 -7.98275 63.862 3.99397 15.9707 0
67800 -7.98277 63.8622 3.99398 15.9707 0
67900 -7.9828 63.8624 3.99399 15.9708 0
68000 -7.98282 63.8626 3.994 15.9708 0
68100 -7.98273 63.8619 3.99398 15.9707 0
68200 -7.98276 63.8621 3.99399 15.9707 0
68300 -7.98278 63.8623 3.994 15.9708 0
68400 -7.98281 63.8625 3.99401 15.9708 0
68500 -7.98283 63.8627 3.99401 15.9709 0
68600 -7.98286 63.8629 3.99402 15.9709 0
68700 -7.98288 63.8631 3.99403 15.9709 0
68800 -7.98291 63.8633 3.99404 15.971 0
68900 -7.98293 63.8635 3.99405 15.971 0
69000 -7.98296 63.8637 3.99406 15.9711 0
69100 -7.98263 63.8611 3.99398 15.9706 0
69200 -7.98266 63.8613 3.99399 15.9706 0
69300 -7.98268 63.8615 3.994 15.9707 0
69400 -7.98271 63.8617 3.99401 15.9707 0
69500 -7.98273 63.8619 3.99401 15.9708 0
69600 -7.98264 63.8611 3.99399 15.9706 0
69700 -7.98267 63.8613 3.994 15.9707 0
69800 -7.98258 63.8606 3.99398 15.9705 0
69900 -7.9826 63.8608 3.99399 15.9706 0
70000 -7.98251 63.8601 3.99397 15.9705 0
70100 -7.98254 63.8603 3.99398 15.9705 0
70200 -7.98256 63.8605 3.99399 15.9705 0
70300 -7.98248 63.8598 3.99394 15.9704 0
70400 -7.9825 63.86 3.99395 15.9704 0
70500 -7.98241 63.8593 3.99393 15.9703 0
70600 -7.98244 63.8595 3.99394 15.9703 0
70700 -7.98212 63.857 3.99386 15.9698 0
70800 -7.98215 63.8572 3.99387 15.9699 0
70900 -7.98206 63.8565 3.99385 15.9698 0
71000 -7.98208 63.8567 3.99386 15.9698 0
71100 -7.98211 63.8569 3.99387 15.9698 0
71200 -7.9818 63.8544 3.99379 15.9694 0
71300 -7.98182 63.8546 3.9938 15.9694 0
71400 -7.98185 63.8548 3.99381 15.9695 0
71500 -7.98187 63.855 3.99382 15.9695 0
71600 -7.98168 63.8534 3.99377 15.9692 0
71700 -7.9817 63.8536 3.99378 15.9693 0
71800 -7.98173 63.8538 3.99379 15.9693 0
71900 -7.98175 63.854 3.9938 15.9693 0
72000 -7.98178 63.8542 3.99381 15.9694 0
72100 -7.9818 63.8544 3.99381 15.9694 0
72200 -7.98183 63.8546 3.99382 15.9695 0
72300 -7.98185 63.8548 3.99383 15.9695 0
72400 -7.98133 63.8506 3.99365 15.9686 0
72500 -7.98135 63.8508 3.99366 15.9687 0
72600 -7.98138 63.851 3.99366 15.9687 0
72700 -7.98107 63.8486 3.99354 15.9681 0
72800 -7.9811 63.8488 3.99354 15.9682 0
72900 -7.98112 63.849 3.99355 15.9682 0
73000 -7.98115 63.8492 3.99356 15.9683 0
73100 -7.98118 63.8494 3.99357 15.9683 0
73200 -7.9812 63.8496 3.99358 15.9684 0
73300 -7.98112 63.8489 3.99356 15.9682 0
73400 -7.98114 63.8492 3.99357 15.9683 0
73500 -7.98117 63.8494 3.99358 15.9683 0
73600 -7.9812 63.8496 3.99359 15.9684 0
73700 -7.98122 63.8498 3.9936 15.9684 0
73800 -7.98125 63.85 3.9936 15.9685 0
73900 -7.98116 63.8493 3.99359 15.9683 0
74000 -7.98119 63.8495 3.99359 15.9684 0
74100 -7.98121 63.8497 3.9936 15.9684 0
74200 -7.98124 63.8499 3.99361 15.9685 0
74300 -7.98127 63.8501 3.99362 15.9685 0
74400 -7.98129 63.8503 3.99363 15.9685 0
74500 -7.98089 63.8471 3.9935 15.9679 0
74600 -7.98091 63.8473 3.99351 15.9679 0
74700 -7.98094 63.8475 3.99352 15.968 0
74800 -7.98096 63.8477 3.99353 15.968 0
74900 -7.98099 63.8479 3.99354 15.9681 0
75000 -7.98101 63.8481 3.99355 15.9681 0
75100 -7.98104 63.8483 3.99356 15.9681 0
75200 -7.98106 63.8485 3.99356 15.9682 0
75300 -7.98109 63.8487 3.99357 15.9682 0
75400 -7.98111 63.8489 3.99358 15.9683 0
75500 -7.98114 63.8491 3.99359 15.9683 0
75600 -7.98116 63.8493 3.9936 15.9684 0
75700 -7.98119 63.8495 3.99361 15.9684 0
75800 -7.981 63.848 3.99354 15.9681 0
75900 -7.98103 63.8482 3.99354 15.9681 0
76000 -7.98105 63.8484 3.99355 15.9682 0
76100 -7.98055 63.8444 3.99343 15.9674 0
76200 -7.98058 63.8446 3.99344 15.9675 0
76300 -7.9806 63.8448 3.99345 15.9675 0
76400 -7.98063 63.845 3.99346 15.9675 0
76500 -7.98065 63.8452 3.99346 15.9676 0
76600 -7.98068 63.8454 3.99347 15.9676 0
76700 -7.9807 63.8456 3.99348 15.9677 0
76800 -7.98073 63.8458 3.99349 15.9677 0
76900 -7.98075 63.846 3.9935 15.9678 0
77000 -7.98078 63.8462 3.99351 15.9678 0
77100 -7.9808 63.8464 3.99351 15.9678 0
77200 -7.98083 63.8466 3.99352 15.9679 0
77300 -7.98085 63.8468 3.99353 15.9679 0
77400 -7.98088 63.847 3.99354 15.968 0
77500 -7.9809 63.8472 3.99355 15.968 0
77600 -7.98093 63.8474 3.99356 15.968 0
77700 -7.98095 63.8476 3.99356 15.9681 0
77800 -7.98098 63.8478 3.99357 15.9681 0
77900 -7.981 63.848 3.99358 15.9682 0
78000 -7.98103 63.8482 3.99359 15.9682 0
78100 -7.98105 63.8484 3.9936 15.9682 0
78200 -7.98087 63.847 3.99355 15.968 0
78300 -7.98089 63.8472 3.99356 15.968 0
78400 -7.98092 63.8473 3.99357 15.9681 0
78500 -7.98084 63.8467 3.99355 15.9679 0
78600 -7.98087 63.8469 3.99356 15.968 0
78700 -7.98089 63.8471 3.99357 15.968 0
78800 -7.98091 63.8473 3.99358 15.9681 0
78900 -7.98094 63.8475 3.99359 15.9681 0
79000 -7.98096 63.8477 3.99359 15.9682 0
79100 -7.98099 63.8479 3.9936 15.9682 0
79200 -7.98101 63.8481 3.99361 15.9682 0
79300 -7.98103 63.8483 3.99362 15.9683 0
79400 -7.98106 63.8485 3.99363 15.9683 0
79500 -7.98108 63.8487 3.99364 15.9684 0
79600 -7.98111 63.8488 3.99364 15.9684 0
79700 -7.98113 63.849 3.99365 15.9684 0
79800 -7.98115 63.8492 3.99366 15.9685 0
79900 -7.98118 63.8494 3.99367 15.9685 0
80000 -7.9809 63.8472 3.99357 15.968 0
80100 -7.98092 63.8474 3.99358 15.9681 0
80200 -7.98095 63.8476 3.99359 15.9681 0
80300 -7.98097 63.8478 3.9936 15.9682 0
80400 -7.981 63.848 3.99361 15.9682 0
80500 -7.98102 63.8481 3.99361 15.9682 0
80600 -7.98104 63.8483 3.99362 15.9683 0
80700 -7.98107 63.8485 3.99363 15.9683 0
80800 -7.98109 63.8487 3.99364 15.9684 0
80900 -7.98111 63.8489 3.99365 15.9684 0
81000 -7.98114 63.8491 3.99365 15.9684 0
81100 -7.98116 63.8493 3.99366 15.9685 0
81200 -7.98118 63.8495 3.99367 15.9685 0
81300 -7.98121 63.8496 3.99368 15.9686 0
81400 -7.98123 63.8498 3.99369 15.9686 0
81500 -7.98125 63.85 3.99369 15.9686 0
81600 -7.98127 63.8502 3.9937 15.9687 0
81700 -7.9813 63.8504 3.99371 15.9687 0
81800 -7.98132 63.8506 3.99372 15.9688 0
81900 -7.98134 63.8507 3.99372 15.9688 0
82000 -7.98137 63.8509 3.99373 15.9688 0
82100 -7.98139 63.8511 3.99374 15.9689 0
82200 -7.98141 63.8513 3.99375 15.9689 0
82300 -7.98143 63.8515 3.99375 15.9689 0
82400 -7.98146 63.8517 3.99376 15.969 0
82500 -7.98148 63.8518 3.99377 15.969 0
82600 -7.9815 63.852 3.99378 15.9691 0
82700 -7.98152 63.8522 3.99378 15.9691 0
82800 -7.98155 63.8524 3.99379 15.9691 0
82900 -7.98157 63.8525 3.9938 15.9692 0
83000 -7.98159 63.8527 3.99381 15.9692 0
83100 -7.98161 63.8529 3.99381 15.9692 0
83200 -7.98163 63.8531 3.99382 15.9693 0
83300 -7.98166 63.8533 3.99383 15.9693 0
83400 -7.98168 63.8534 3.99384 15.9694 0
83500 -7.9816 63.8528 3.99382 15.9692 0
83600 -7.98163 63.853 3.99383 15.9693 0
83700 -7.98108 63.8486 3.99364 15.9684 0
83800 -7.9811 63.8488 3.99365 15.9684 0
83900 -7.98112 63.849 3.99366 15.9684 0
84000 -7.98114 63.8491 3.99367 15.9685 0
84100 -7.98117 63.8493 3.99367 15.9685 0
84200 -7.98119 63.8495 3.99368 15.9686 0
84300 -7.98121 63.8497 3.99369 15.9686 0
84400 -7.98123 63.8499 3.9937 15.9686 0
84500 -7.98116 63.8493 3.99368 15.9685 0
84600 -7.98118 63.8495 3.99369 15.9686 0
84700 -7.98111 63.8489 3.99367 15.9685 0
84800 -7.98113 63.8491 3.99368 15.9685 0
84900 -7.98115 63.8492 3.99369 15.9685 0
85000 -7.98118 63.8494 3.99369 15.9686 0
85100 -7.9812 63.8496 3.9937 15.9686 0
85200 -7.98122 63.8498 3.99371 15.9686 0
85300 -7.98115 63.8492 3.99367 15.9685 0
85400 -7.98117 63.8494 3.99368 15.9685 0
85500 -7.98073 63.8458 3.9935 15.9677 0
85600 -7.98075 63.846 3.9935 15.9678 0
85700 -7.98077 63.8462 3.99351 15.9678 0
85800 -7.98079 63.8463 3.99352 15.9678 0
85900 -7.98081 63.8465 3.99353 15.9679 0
86000 -7.98084 63.8467 3.99353 15.9679 0
86100 -7.98086 63.8469 3.99354 15.9679 0
86200 -7.98088 63.8471 3.99355 15.968 0
86300 -7.9809 63.8472 3.99356 15.968 0
86400 -7.98093 63.8474 3.99356 15.9681 0
86500 -7.98095 63.8476 3.99357 15.9681 0
86600 -7.98097 63.8478 3.99358 15.9681 0
86700 -7.98099 63.8479 3.99359 15.9682 0
86800 -7.98101 63.8481 3.99359 15.9682 0
86900 -7.98104 63.8483 3.9936 15.9682 0
87000 -7.98106 63.8485 3.99361 15.9683 0
87100 -7.98108 63.8486 3.99362 15.9683 0
87200 -7.9811 63.8488 3.99362 15.9683 0
87300 -7.98112 63.849 3.99363 15.9684 0
87400 -7.98114 63.8492 3.99364 15.9684 0
87500 -7.98117 63.8493 3.99365 15.9685 0
87600 -7.98119 63.8495 3.99365 15.9685 0
87700 -7.98121 63.8497 3.99366 15.9685 0
87800 -7.98123 63.8498 3.99367 15.9686 0
87900 -7.98125 63.85 3.99367 15.9686 0
88000 -7.98127 63.8502 3.99368 15.9686 0
88100 -7.98129 63.8504 3.99369 15.9687 0
88200 -7.98132 63.8505 3.9937 15.9687 0
88300 -7.98134 63.8507 3.9937 15.9687 0
88400 -7.98136 63.8509 3.99371 15.9688 0
88500 -7.98129 63.8503 3.99369 15.9687 0
88600 -7.98131 63.8505 3.9937 15.9687 0
88700 -7.98133 63.8506 3.99371 15.9687 0
88800 -7.98135 63.8508 3.99372 15.9688 0
88900 -7.98137 63.851 3.99372 15.9688 0
89000 -7.98139 63.8511 3.99373 15.9689 0
89100 -7.98141 63.8513 3.99374 15.9689 0
89200 -7.98143 63.8515 3.99374 15.9689 0
89300 -7.98146 63.8516 3.99375 15.969 0
89400 -7.98148 63.8518 3.99376 15.969 0
89500 -7.9815 63.852 3.99377 15.969 0
89600 -7.98152 63.8521 3.99377 15.9691 0
89700 -7.98145 63.8516 3.99376 15.969 0
89800 -7.98129 63.8503 3.99372 15.9687 0
89900 -7.98131 63.8505 3.99373 15.9688 0
90000 -7.98133 63.8507 3.99373 15.9688 0
90100 -7.98135 63.8508 3.99374 15.9688 0
90200 -7.98137 63.851 3.99375 15.9689 0
90300 -7.9814 63.8512 3.99375 15.9689 0
90400 -7.98142 63.8513 3.99376 15.9689 0
90500 -7.98144 63.8515 3.99377 15.969 0
90600 -7.98146 63.8517 3.99377 15.969 0
90700 -7.98148 63.8518 3.99378 15.969 0
90800 -7.9815 63.852 3.99379 15.9691 0
90900 -7.98143 63.8514 3.99377 15.969 0
91000 -7.98145 63.8516 3.99378 15.969 0
91100 -7.98147 63.8518 3.99379 15.969 0
91200 -7.98149 63.8519 3.99379 15.9691 0
91300 -7.98151 63.8521 3.9938 15.9691 0
91400 -7.98153 63.8523 3.99381 15.9691 0
91500 -7.98155 63.8524 3.99381 15.9692 0
91600 -7.98157 63.8526 3.99382 15.9692 0
91700 -7.98159 63.8527 3.99383 15.9692 0
91800 -7.98144 63.8515 3.99377 15.969 0
91900 -7.98146 63.8517 3.99378 15.969 0
92000 -7.98148 63.8518 3.99378 15.969 0
92100 -7.9815 63.852 3.99379 15.9691 0
92200 -7.98143 63.8515 3.99377 15.969 0
92300 -7.98145 63.8516 3.99378 15.969 0
92400 -7.98147 63.8518 3.99379 15.969 0
92500 -7.98149 63.8519 3.99379 15.9691 0
92600 -7.98143 63.8514 3.99378 15.969 0
92700 -7.98145 63.8516 3.99379 15.969 0
92800 -7.98138 63.851 3.99375 15.9689 0
92900 -7.98131 63.8505 3.99374 15.9688 0
93000 -7.98125 63.85 3.99372 15.9687 0
93100 -7.98127 63.8501 3.99373 15.9687 0
93200 -7.98129 63.8503 3.99373 15.9688 0
93300 -7.98131 63.8505 3.99374 15.9688 0
93400 -7.98133 63.8506 3.99375 15.9688 0
93500 -7.98135 63.8508 3.99375 15.9689 0
93600 -7.98137 63.8509 3.99376 15.9689 0
93700 -7.98139 63.8511 3.99377 15.9689 0
93800 -7.98141 63.8513 3.99377 15.969 0
93900 -7.98134 63.8507 3.99376 15.9689 0
94000 -7.98136 63.8509 3.99377 15.9689 0
94100 -7.98138 63.8511 3.99377 15.9689 0
94200 -7.9814 63.8512 3.99378 15.969 0
94300 -7.98142 63.8514 3.99379 15.969 0
94400 -7.98144 63.8515 3.99379 15.969 0
94500 -7.98121 63.8497 3.99374 15.9687 0
94600 -7.98123 63.8498 3.99374 15.9687 0
94700 -7.98125 63.85 3.99375 15.9687 0
94800 -7.98127 63.8501 3.99376 15.9688 0
94900 -7.98129 63.8503 3.99376 15.9688 0
95000 -7.98131 63.8504 3.99377 15.9688 0
95100 -7.98132 63.8506 3.99377 15.9689 0
95200 -7.98134 63.8508 3.99378 15.9689 0
95300 -7.98136 63.8509 3.99379 15.9689 0
95400 -7.98138 63.8511 3.99379 15.969 0
95500 -7.9814 63.8512 3.9938 15.969 0
95600 -7.98142 63.8514 3.99381 15.969 0
95700 -7.98144 63.8515 3.99381 15.9691 0
95800 -7.98146 63.8517 3.99382 15.9691 0
95900 -7.98148 63.8518 3.99383 15.9691 0
96000 -7.9815 63.852 3.99383 15.9692 0
96100 -7.98152 63.8522 3.99384 15.9692 0
96200 -7.98154 63.8523 3.99385 15.9692 0
96300 -7.98156 63.8525 3.99385 15.9693 0
96400 -7.98158 63.8526 3.99386 15.9693 0
96500 -7.9816 63.8528 3.99387 15.9693 0
96600 -7.98161 63.8529 3.99387 15.9694 0
96700 -7.98163 63.8531 3.99388 15.9694 0
96800 -7.98165 63.8532 3.99388 15.9694 0
96900 -7.98167 63.8534 3.99389 15.9695 0
97000 -7.98169 63.8535 3.9939 15.9695 0
97100 -7.98171 63.8537 3.9939 15.9695 0
97200 -7.98173 63.8538 3.99391 15.9695 0
97300 -7.98175 63.854 3.99392 15.9696 0
97400 -7.98177 63.8541 3.99392 15.9696 0
97500 -7.98178 63.8543 3.99393 15.9696 0
97600 -7.9818 63.8544 3.99393 15.9697 0
97700 -7.98182 63.8546 3.99394 15.9697 0
97800 -7.98168 63.8534 3.99387 15.9694 0
97900 -7.9817 63.8536 3.99387 15.9694 0
98000 -7.98171 63.8537 3.99388 15.9695 0
98100 -7.98173 63.8539 3.99388 15.9695 0
98200 -7.98175 63.854 3.99389 15.9695 0
98300 -7.98177 63.8542 3.9939 15.9696 0
98400 -7.98179 63.8543 3.9939 15.9696 0
98500 -7.98181 63.8545 3.99391 15.9696 0
98600 -7.98183 63.8546 3.99391 15.9697 0
98700 -7.98184 63.8548 3.99392 15.9697 0
98800 -7.98186 63.8549 3.99393 15.9697 0
98900 -7.98188 63.855 3.99393 15.9697 0
99000 -7.9819 63.8552 3.99394 15.9698 0
99100 -7.98192 63.8553 3.99395 15.9698 0
99200 -7.98194 63.8555 3.99395 15.9698 0
99300 -7.98195 63.8556 3.99396 15.9699 0
99400 -7.98197 63.8558 3.99396 15.9699 0
99500 -7.98199 63.8559 3.99397 15.9699 0
99600 -7.98201 63.8561 3.99398 15.97 0
99700 -7.98203 63.8562 3.99398 15.97 0
99800 -7.98204 63.8564 3.99399 15.97 0
99900 -7.98206 63.8565 3.99399 15.9701 0
